model,term,estimate,std_error,p_value,ci_lower,ci_upper,n,r_squared,adjusted_r_squared
population_500_plus,C(StateAbbr)[T.NJ],-1.6208337554733956,0.05403668607245965,1.1382079074793541e-197,-1.7267437140193136,-1.5149237969274776,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.NM],0.34176328131455463,0.07579115564238671,6.504906613879169e-06,0.19321534590880698,0.4903112167203023,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.NV],-0.8013550453325087,0.06114475193610527,3.047556629020549e-39,-0.9211965569709107,-0.6815135336941066,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.NY],-2.458606934919008,0.05383934586754377,0.0,-2.5641301137705894,-2.3530837560674267,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.OH],-0.9058980184297235,0.058294162477486734,1.8564851837152156e-54,-1.0201524773945236,-0.7916435594649233,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.OK],-2.816650663450207,0.05956903107491482,0.0,-2.9334038189509872,-2.6998975079494265,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.OR],0.23356936644013038,0.056363427877837685,3.413176735256062e-05,0.12309907775434767,0.34403965512591306,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.RI],-2.215767472542524,0.09382022321382877,2.5682646541628674e-123,-2.399651731063137,-2.0318832140219105,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.SC],0.7759641686749896,0.0661248785970216,8.449653631194208e-32,0.6463617881427438,0.9055665492072354,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.SD],-1.0495418482657384,0.08265183533655979,6.039030631810193e-37,-1.2115364687815307,-0.8875472277499462,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.TN],0.21111190312000383,0.06257718460821629,0.0007418557642912708,0.08846287503398569,0.33376093120602196,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.TX],0.016977455853990686,0.053970040562287554,0.7530867503504131,-0.08880187989225877,0.12275679160024014,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.UT],-0.3471355034417025,0.06394169590096044,5.6690368023626626e-08,-0.47245892451799737,-0.22181208236540767,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.VA],0.012473353173304426,0.055343996075366754,0.8216847466158762,-0.09599888589494052,0.12094559224154935,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.VT],-1.9152832539292837,0.08386830195384926,1.9770392152063437e-115,-2.0796621052033584,-1.750904402655209,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.WA],-0.08969456074733417,0.0542401871972908,0.09819761581853162,-0.19600337416873467,0.016614252674066327,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.WI],-2.7981592680429817,0.06449140490780585,0.0,-2.9245600989746707,-2.6717584371112926,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.WV],-1.6995515970298642,0.07031266335387795,4.454300484553956e-129,-1.8373618848605544,-1.561741309199174,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,C(StateAbbr)[T.WY],-2.287226495441651,0.09416264423757931,2.4902130998185883e-130,-2.4717818868363644,-2.1026711040469372,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,NO_AC_PE_centered,0.0186772949276577,0.0015460956090047303,1.3423316859069389e-33,0.01564700321735291,0.021707586637962493,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,hot_days_90f_centered,0.0027493843154420597,0.0003765700109265392,2.8537375244949396e-13,0.002011320656368188,0.0034874479745159313,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,heat90_ac_interaction,0.0002914575562318211,3.5293998458229245e-05,1.4814350440147862e-16,0.00022228259038327956,0.0003606325220803626,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,poverty_percent,-0.000487800187135193,0.001733451767257058,0.7784005832031262,-0.003885303219896335,0.0029097028456259487,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,age65_percent,0.08899099604128977,0.000772611779894703,0.0,0.08747670477866476,0.09050528730391477,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,renter_percent,-0.020692847187891897,0.0003665805569791775,0.0,-0.02141133187700372,-0.019974362498780075,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,no_vehicle_percent,0.031149051226610727,0.0009170436860530489,6.888146047446834e-253,0.029351678629696894,0.03294642382352456,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,OBESITY_CrudePrev,0.06693101679982123,0.0017391192850057886,0.0,0.06352240563639083,0.07033962796325163,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,LPA_CrudePrev,0.46881406334289866,0.0022499653119248068,0.0,0.46440421236506163,0.4732239143207357,77016.0,0.8948576190489321,0.8947824783141048
population_500_plus,ACCESS2_CrudePrev,-0.11584657203913747,0.0020147019090541087,0.0,-0.11979531522046762,-0.11189782885780732,77016.0,0.8948576190489321,0.8947824783141048
population_weighted,Intercept,-0.7472072653320769,0.07587515884505842,7.002511300374749e-23,-0.8959198439896472,-0.5984946866745067,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.AR],-2.8628214415421795,0.06337257592227373,0.0,-2.9870294079573663,-2.738613475126993,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.AZ],0.18886214891854175,0.06611010267180624,0.004279597054125459,0.05928872866755633,0.3184355691695272,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.CA],-0.4854822926852554,0.04954473044990459,1.1385396747706708e-22,-0.5825881799908134,-0.3883764053796974,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.CO],-0.1471807866867121,0.05646438924021045,0.009144276106651004,-0.25784895600657554,-0.036512617366848674,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.DC],0.14045578821192642,0.10444216993424614,0.17868377433149896,-0.06424710332640807,0.34515867975026093,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.DE],-1.4766488166408451,0.09016632575690205,2.7943716440274463e-60,-1.6533715677426795,-1.2999260655390108,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.FL],0.3989664557279243,0.050731507416523915,3.7124527519568445e-15,0.29953452831011074,0.4983983831457378,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.GA],0.2845754829127827,0.05290220278356987,7.478650664642389e-08,0.18088907075415112,0.38826189507141423,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.IA],-2.059370550127121,0.05816645721812324,1.4415241179511955e-274,-2.1733747113829325,-1.9453663888713097,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.ID],-1.2162103941302325,0.07271220765079014,8.423453135197409e-63,-1.358723702362179,-1.073697085898286,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.IL],-0.31839452021611686,0.05155824348011736,6.598204334068385e-10,-0.41944682054329396,-0.21734221988893976,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.IN],-0.07044321063618762,0.058387815214746334,0.22763590247556365,-0.18488122559307024,0.043994804320695,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.KS],-1.752900280235766,0.06251233807747061,5.1620457866142435e-173,-1.8754222114570003,-1.6303783490145318,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.LA],-0.42775772067883217,0.0715263565965199,2.2256172899782358e-09,-0.5679468035533801,-0.2875686378042842,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.MA],-1.7805379657783416,0.05595402146455168,3.269731413035793e-222,-1.890205832639044,-1.670870098917639,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.MD],-0.06931278469811605,0.06252772804173615,0.2676404293836757,-0.1918648796950341,0.053239310298801995,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.ME],-1.4008875420401758,0.06735152118234174,4.3604957657705216e-96,-1.5328940978615522,-1.2688809862187995,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.MI],-1.5039405069316896,0.05265833250586562,2.0893400287215547e-179,-1.607148942129121,-1.4007320717342582,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.MN],-1.8540295542378025,0.05527221172925069,1.1157178936336773e-246,-1.9623610985730062,-1.7456980099025987,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.MO],-2.704294071725215,0.0551161585758027,0.0,-2.8123197574999867,-2.5962683859504434,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.MS],-1.4283991138387189,0.07094089636908878,3.6388153982775375e-90,-1.5674407157531212,-1.2893575119243166,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.MT],-1.0394255562924695,0.07328985509867207,1.1776066555418616e-45,-1.183071032718026,-0.895780079866913,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.NC],-0.12958803142670025,0.05036139443999897,0.01007739966623502,-0.22829455074031396,-0.03088151211308654,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.ND],-1.8304955092089044,0.08971841519975109,1.583195865861603e-92,-2.0063403717504276,-1.6546506466673812,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.NE],-1.9526745358402544,0.06818597912893684,2.2956033185367916e-180,-2.0863165991835704,-1.8190324724969384,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.NH],-1.9637167574937169,0.06350610163119513,6.102788159117011e-210,-2.0881864294894,-1.839247085498034,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.NJ],-1.5408550611594716,0.05195939399851174,2.924996238818517e-193,-1.6426936020550813,-1.4390165202638618,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.NM],0.32538596369678163,0.07381962909019694,1.044010775604091e-05,0.18070214932789033,0.47006977806567296,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.NV],-0.7642881710822541,0.05839541556274206,3.8484941862341444e-39,-0.8787410824474783,-0.6498352597170299,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.NY],-2.2815802967429453,0.05216371770317299,0.0,-2.3838193047408787,-2.179341288745012,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.OH],-0.8248167783252633,0.05503234277003527,8.815442550556194e-51,-0.9326781881393957,-0.716955368511131,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.OK],-2.643650528421621,0.05627203359821071,0.0,-2.753941687610942,-2.5333593692323,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.OR],0.30481301366147545,0.054673285544607465,2.4728430093179288e-08,0.19765534307757046,0.4119706842453804,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.RI],-2.1274462354839727,0.09223320262494762,1.0176161377285214e-117,-2.3082199908076553,-1.9466724801602902,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.SC],0.7783785758497112,0.06304220847962275,5.059755165398611e-35,0.654818117723785,0.9019390339756373,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.SD],-0.9672146797155087,0.08581879973541434,1.836730194379359e-29,-1.1354164363933763,-0.799012923037641,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.TN],0.24539759138496817,0.05789842102365585,2.2510242122456676e-05,0.13191877141686603,0.3588764113530703,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.TX],0.013884451013430206,0.05179709655294936,0.7886572761786691,-0.08763599273409432,0.11540489476095474,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.UT],-0.35198727372582306,0.06123925833858476,9.04447034185917e-09,-0.4720140145093934,-0.23196053294225272,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.VA],0.08418972303121337,0.05296374453103984,0.11193115207368491,-0.019617308736004965,0.1879967547984317,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.VT],-1.81195628228875,0.08535451061601379,5.199450267364475e-100,-1.9792480490141788,-1.6446645155633213,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.WA],-0.0206649092792281,0.05239283449687649,0.6932691839055414,-0.12335297794107375,0.08202315938261753,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.WI],-2.7287792736007255,0.06276094868737324,0.0,-2.8517884726635434,-2.6057700745379075,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.WV],-1.480443589989651,0.06629469997318248,1.8371201256712217e-110,-1.6103788143029771,-1.350508365676325,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,C(StateAbbr)[T.WY],-2.235704183152632,0.09205430226855214,2.7030673831371165e-130,-2.416127300220958,-2.055281066084306,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,NO_AC_PE_centered,0.016986213111021102,0.0016082867075077859,4.485503788434749e-26,0.013834029087491338,0.020138397134550866,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,hot_days_90f_centered,0.0024061541186548067,0.00040463112534860375,2.738739877499965e-09,0.0016130916859476313,0.003199216551361982,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,heat90_ac_interaction,0.0002724956817006379,3.645399158238153e-05,7.717012777542337e-14,0.00020104717110644378,0.00034394419229483197,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,poverty_percent,-0.006345115077113002,0.001985977361566064,0.0013985099143929288,-0.010237559179894367,-0.002452670974331636,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,age65_percent,0.09373784768320588,0.0007891254112885948,0.0,0.09219119029779488,0.09528450506861688,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,renter_percent,-0.01975209570509491,0.00037733182326565753,0.0,-0.02049165248891643,-0.01901253892127339,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,no_vehicle_percent,0.026264993852820693,0.0009473756197126178,3.592353388316898e-169,0.024408171758352647,0.02812181594728874,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,OBESITY_CrudePrev,0.05765834325803163,0.001792264240000297,4.540188343774811e-227,0.054145569896852,0.06117111661921126,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,LPA_CrudePrev,0.4624343651805856,0.002267407361065953,0.0,0.45799032841461534,0.4668784019465559,77125.0,0.8895653970654815,0.8894865858292984
population_weighted,ACCESS2_CrudePrev,-0.10468776577751689,0.0019577976842322506,0.0,-0.10852497872762802,-0.10085055282740575,77125.0,0.8895653970654815,0.8894865858292984
